# This CSV file was created by downloading the Excel spreadsheet
# elife-100574-table3-data1-v1.xlsx from the Marino et al 2025 eLife
# paper (https://doi.org/10.7554/eLife.100574.3), then converting the
# spreadsheet to CSV using Excel.
Clade,Species,TaxId,Phylum,Class,Order,Family,Accession_assembly,BUSCO_Duplicate,Genome_size,MaxLongevity_y,Source_MaxLongevity,Mass_g,Source_mass,MaxLongevity_y_log,Mass_g_log,n_markers_phylter_noshortbr,dN_CM_phylter_noshortbr,dS_CM_phylter_noshortbr,dNdS_CM_phylter_noshortbr,n_markers_trimmed,dN_CM_phylter_noshortbr_trimmed,dS_CM_phylter_noshortbr_trimmed,dNdS_CM_phylter_noshortbr_trimmed,brlen_coevol_gcpoor,dS_coevol_gcpoor,dNdS_coevol_gcpoor,brlen_coevol_gcrich,dS_coevol_gcrich,dNdS_coevol_gcrich,Overall_repeat_bp,Overall_repeat_gsperc,DNA_bp,DNA_gsperc,RC_bp,RC_gsperc,LTR_bp,LTR_gsperc,PLE_bp,PLE_gsperc,LINE_bp,LINE_gsperc,SINE_bp,SINE_gsperc,Retroposon_bp,Retroposon_gsperc,Unknown_bp,Unknown_gsperc,Other_bp,Other_gsperc,DNA_recent_gsperc,LINE_recent_gsperc,LTR_recent_gsperc,Other_recent_gsperc,Overall_TEs_recent_gsperc,PLE_recent_gsperc,RC_recent_gsperc,Retroposon_recent_gsperc,SINE_recent_gsperc,Unknown_recent_gsperc,DNA_recent_bp,LINE_recent_bp,LTR_recent_bp,Other_recent_bp,Overall_TEs_recent_bp,PLE_recent_bp,RC_recent_bp,Retroposon_recent_bp,SINE_recent_bp,Unknown_recent_bp
Actinopteri,Lepisosteus_oculatus,7918,Chordata,Actinopteri,Semionotiformes,Lepisosteidae,GCA_000242695.1,0.4,1359420000,18,AnAge,2442,AnAge,2.890371758,7.800572655,731,0.094593396,1.089728243,0.086804574,834,0.093349412,1.135617959,0.082201423,1,0.666276,0.0983634,1,0.725159,0.0600739,286847676,21.32,9293868,0.69,279012,0.02,5512088,0.4,14980,NA,15067424,1.12,16246068,1.2,NA,NA,233917436,17.39,6516408,0.48,0.393555012,0.648576674,0.268734284,NA,14.89226625,0.000910496,0.001489903,NA,0.424898149,13.15407414,5350066,8816881,3653228,NA,202448446,12377,20254,NA,5776150,178819115
Mammalia,Acomys_russatus,60746,Chordata,Mammalia,Rodentia,Muridae,GCA_903995435.1,7.8,2791423868,NA,NA,42.4,Pantheria,NA,3.747148362,756,0.051227527,0.414470864,0.123597414,856,0.050372564,0.424369519,0.11869977,0.335967,0.403337,0.125552,0.270873,0.494468,0.109082,603505228,21.77,6241588,0.22,18712,NA,82855112,2.98,670716,0.02,207917660,7.5,81663168,2.94,3486576,0.12,156785520,5.65,63858256,2.3,0.065788474,2.462920064,1.018181355,NA,8.891341013,0.009219421,0.000472264,0.017822845,0.729052921,4.523183456,1836435,68750539,28421757,NA,248195015,257353,13183,497511,20350957,126261223
Mammalia,Grammomys_surdaster,491861,Chordata,Mammalia,Rodentia,Muridae,GCA_004785775.1,15.3,2925942894,NA,NA,NA,NA,NA,NA,686,0.031301664,0.239538612,0.130674815,773,0.030527907,0.241588626,0.12636318,0.205486,0.346057,0.127484,0.161336,0.52944,0.100911,656995084,22.61,6207468,0.21,22060,NA,153633836,5.28,843816,0.02,164708600,5.66,52310456,1.8,2946984,0.1,268850568,9.25,7464960,0.25,0.0617386,1.571927292,2.019939708,NA,10.85437094,0.011258328,0.000594562,0.012428274,0.386062842,6.789328102,1806436,45993695,59102282,NA,317592695,329412,17397,363644,11295978,198651863
Mammalia,Mus_minutoides,10105,Chordata,Mammalia,Rodentia,Muridae,GCA_902729485.2,9.2,3436241896,3.1,Pantheria,6.44,Pantheria,1.131402111,1.86252854,722,0.036407568,0.285543411,0.127502744,822,0.035626945,0.287315641,0.123999323,0.205486,0.396494,0.131003,0.161336,0.599262,0.108956,1085542336,31.72,17800104,0.52,71152,NA,230757620,6.74,983464,0.02,266842180,7.79,115061276,3.36,6480632,0.18,441420692,12.9,6095120,0.17,0.381813117,3.501623255,3.2617244,NA,22.57952877,0.021321962,0.002196483,0.068305279,1.877457651,13.46211334,13120022,120324245,112080740,NA,775887228,732674,75476,2347135,64513986,462590779
Mammalia,Rattus_norvegicus,10116,Chordata,Mammalia,Rodentia,Muridae,GCA_015227675.2,11.7,2982900000,3.8,AnAge,283,Pantheria,1.335001067,5.645446898,720,0.038022029,0.318585513,0.119346384,808,0.037933722,0.324101015,0.117042898,0.23077,0.489081,0.131982,0.176727,0.517277,0.0996388,642935628,21.7,6924868,0.23,12012,NA,120948568,4.08,1931360,0.06,308902944,10.42,69834512,2.35,2682600,0.09,126083856,4.25,5569420,0.18,0.065861932,4.096471796,1.566743822,NA,9.591295602,0.016825903,0.000265572,0.013885638,0.475943512,3.334089582,1964596,122193657,46734401,NA,286098757,501900,7922,414195,14196919,99452558
Mammalia,Arvicola_amphibius,1047088,Chordata,Mammalia,Rodentia,Cricetidae,GCA_903992535.2,11.4,2786877896,2.5,AnAge,120,AnAge,0.916290732,4.787491743,713,0.016938865,0.118017679,0.143528201,NA,NA,NA,NA,0.118496,0.327011,0.131323,0.101968,0.364373,0.120026,525901804,19,6257672,0.22,18292,NA,191556952,6.92,366484,0.01,119261996,4.3,69085152,2.49,3425196,0.12,131688956,4.75,4234372,0.15,0.056515321,1.376544392,1.763545662,NA,7.599323875,0.005167703,0.000185296,0.016450179,0.446748979,3.933301627,1575013,38362611,49147864,NA,211783877,144018,5164,458446,12450349,109616314
Mammalia,Microtus_agrestis,29092,Chordata,Mammalia,Rodentia,Cricetidae,GCA_902806775.1,14.4,3344760000,3.3,Pantheria,35.9,Pantheria,1.193922468,3.580737295,694,0.011082901,0.066840564,0.16581101,NA,NA,NA,NA,0.064509,0.290961,0.145321,0.0532136,0.425986,0.129909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Microtus_oregoni,111838,Chordata,Mammalia,Rodentia,Cricetidae,GCA_018167655.1,20.9,2885100000,1.25,Pantheria,20.4,Pantheria,0.223143551,3.015534901,626,0.011283859,0.064274032,0.175558597,NA,NA,NA,NA,0.064509,0.314605,0.146442,0.0532136,0.401709,0.119725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Microtus_fortis,100897,Chordata,Mammalia,Rodentia,Cricetidae,GCA_014885135.1,11.1,2655816076,NA,NA,NA,NA,NA,NA,706,0.011736615,0.072301551,0.16232868,NA,NA,NA,NA,0.0707993,0.316464,0.17221,0.0628857,0.305615,0.140303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Myodes_glareolus,447135,Chordata,Mammalia,Rodentia,Cricetidae,GCA_004368595.1,11,2906045203,4.9,AnAge,20.8,AnAge,1.589235205,3.034952987,565,0.021459307,0.139134635,0.154234115,638,0.024486777,0.183367183,0.13353958,0.139636,0.322958,0.143887,0.120673,0.374483,0.131234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Ondatra_zibethicus,10060,Chordata,Mammalia,Rodentia,Cricetidae,GCA_004026605.1,7.7,2718840000,10,Pantheria,992,Pantheria,2.302585093,6.899723107,700,0.017467321,0.113872893,0.153393146,789,0.023841898,0.171262913,0.139212265,0.158931,0.2149,0.150644,0.136268,0.295575,0.147537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Sigmodon_hispidus,42415,Chordata,Mammalia,Rodentia,Cricetidae,GCA_004025045.1,19,3872880000,5.2,Pantheria,111,Pantheria,1.648658626,4.709530201,650,0.050243427,0.368788962,0.136238966,725,0.048466569,0.368693719,0.131454827,0.296735,0.376912,0.125255,0.241217,0.558767,0.102809,1424889908,36.95,20404932,0.52,130144,NA,381291300,9.88,478212,0.01,283582480,7.35,135523776,3.51,10393748,0.26,587260176,15.22,5793460,0.15,0.408163168,3.015579601,4.158623261,NA,23.84418627,0.011039851,0.003256876,0.100891306,2.027908073,14.11525173,15807670,116789779,161058489,NA,923456721,427560,126135,3907399,78538446,546666761
Mammalia,Onychomys_torridus,38674,Chordata,Mammalia,Rodentia,Cricetidae,GCA_903995425.1,8,2993393741,4.6,Pantheria,21.7,Pantheria,1.526056303,3.077312261,742,0.023411485,0.161766406,0.144724024,837,0.024933896,0.175402796,0.142152214,0.185779,0.273977,0.151489,0.153014,0.323296,0.134572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Peromyscus_eremicus,42410,Chordata,Mammalia,Rodentia,Cricetidae,GCA_902702925.1,8.1,3290101695,7.4,AnAge,22.7,Pantheria,2.00148,3.122364924,687,0.015347727,0.097778153,0.156964784,NA,NA,NA,NA,0.127423,0.206361,0.16589,0.106925,0.297438,0.120401,1092597148,33.42,13404488,0.41,59300,NA,314603824,9.62,203208,NA,195433636,5.97,116366808,3.56,7333032,0.22,375017272,11.47,70142712,2.14,0.154035668,2.192449629,3.206779491,NA,14.8339415,0.004563062,0.001404019,0.050304524,0.923696738,8.294778231,5067930,72133822,105506306,NA,488051761,150129,46194,1655070,30390562,272906639
Mammalia,Peromyscus_leucopus,10041,Chordata,Mammalia,Rodentia,Cricetidae,GCA_004664715.2,11.4,3001607499,3.166666667,Pantheria,18.1,Pantheria,1.15267951,2.895911938,706,0.017134617,0.133935955,0.127931417,800,0.021067763,0.178755891,0.117857726,0.127423,0.244282,0.147104,0.106925,0.446953,0.111601,786009752,26.44,6880960,0.23,11152,NA,246531240,8.29,99264,NA,129715084,4.36,69240620,2.32,5926800,0.19,326357748,10.98,1238964,0.04,0.033056423,0.846707434,2.091720537,NA,11.87907325,0.001642054,0.00024227,0.020000751,0.303551102,8.579770357,992224,25414834,62785241,NA,356563154,49288,7272,600344,9111413,257531030
Mammalia,Mesocricetus_auratus,10036,Chordata,Mammalia,Rodentia,Cricetidae,GCA_017639785.1,7.3,3354540000,10,Pantheria,98.6,Pantheria,2.302585093,4.591071262,755,0.042152187,0.340928611,0.123639337,856,0.04217417,0.34705578,0.121519859,0.319252,0.341386,0.127421,0.257102,0.443927,0.105716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Cricetomys_gambianus,10085,Chordata,Mammalia,Rodentia,Nesomyidae,GCA_004027575.1,1.7,2907856498,8.4,AnAge,1270,Pantheria,2.128231706,7.146772179,775,0.044495271,0.355838919,0.125043294,883,0.043958367,0.359998748,0.122107001,0.40122,0.275575,0.12498,0.333793,0.388957,0.109379,759377236,26.23,23615500,0.81,104364,NA,163238364,5.63,553460,0.01,123840596,4.27,123000136,4.24,1289172,0.04,319170328,11.02,4541556,0.15,0.584114544,1.959837077,2.330278042,NA,18.76650012,0.014685469,0.003334825,0.010952913,2.197129786,11.66341394,16985213,56989250,67761141,NA,545702893,427032,96972,318495,63889381,339155340
Mammalia,Castor_canadensis,51338,Chordata,Mammalia,Rodentia,Castoridae,GCA_001984765.1,6.5,3053803733,15,Pantheria,18100,Pantheria,2.708050201,9.803667217,718,0.058715238,0.432277435,0.135827672,814,0.057653961,0.43617572,0.132180582,0.645716,0.17212,0.153264,0.555785,0.340523,0.108431,833319356,27.47,10323696,0.34,13048,NA,99660524,3.28,971188,0.03,324723128,10.7,123904544,4.08,14208,NA,271412920,8.94,2266796,0.07,0.1474034,2.854968119,0.956730428,NA,11.32855243,0.028401426,0.000473357,0.000113606,0.655315564,6.682344254,4501411,87185123,29216670,NA,345951757,867324,14455,3469,20012051,204065678
Mammalia,Dipodomys_spectabilis,105255,Chordata,Mammalia,Rodentia,Heteromyidae,GCA_019054845.1,8.8,3448926406,3,Pantheria,125,Pantheria,1.098612289,4.828313737,744,0.082603711,0.699951443,0.118013488,831,0.080297658,0.697963761,0.115045598,0.645716,0.282609,0.131819,0.555785,0.470515,0.105586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Cavia_tschudii,143287,Chordata,Mammalia,Rodentia,Caviidae,GCA_004027695.1,4.9,4449900000,6.3,AnAge,1000,Pantheria,1.840549633,6.907755279,715,0.031949683,0.24519383,0.13030378,812,0.031812939,0.249052155,0.127736051,0.225179,0.26292,0.142842,0.201523,0.492597,0.103561,1690950456,38.16,57303828,1.29,69712,NA,281022476,6.34,216396,NA,554041120,12.5,141710432,3.19,1145448,0.02,650252180,14.67,5132236,0.11,0.820714427,4.601129494,3.064776002,NA,23.60041021,0.00451456,0.002033585,0.00701587,1.739488346,13.35406777,36520971,204745661,136379467,NA,1050194654,200893,90493,312199,77405492,594242662
Mammalia,Hydrochoerus_hydrochaeris,10149,Chordata,Mammalia,Rodentia,Hydrochaeridae,GCA_004027455.1,4.2,3315577517,15.1,AnAge,55000,AnAge,2.714694744,10.91508846,742,0.02965435,0.202582704,0.146381449,839,0.029758305,0.206532681,0.14408521,0.225179,0.19718,0.161696,0.201523,0.400382,0.133872,1261952924,38.22,37035548,1.12,32388,NA,168614364,5.1,116644,NA,557561384,16.88,80460696,2.43,262956,NA,396761848,12.01,21075812,0.63,0.552854493,5.895877976,2.027152167,NA,19.90932536,0.003881082,0.001027345,0.001683705,1.137956216,10.28666646,18330319,195482405,67211801,NA,660109115,128680,34062,55825,37729820,341062400
Mammalia,Chinchilla_lanigera,34839,Chordata,Mammalia,Rodentia,Chinchillidae,GCA_000276665.1,5,2899562574,11.3,Pantheria,480,Pantheria,2.424802726,6.173786104,740,0.02896119,0.209468073,0.138260641,836,0.028366802,0.215025298,0.131923089,0.242678,0.25083,0.152699,0.205515,0.34358,0.120756,623172224,21.72,14117036,0.49,158928,NA,92245924,3.21,1380,NA,240600788,8.38,60228812,2.1,9756784,0.34,204770876,7.13,1290908,0.04,0.070288611,2.319676408,0.608288296,NA,9.332462465,1.26875E-05,0.005163802,0.160991369,0.353802925,5.814086117,2038062,67260469,17637700,NA,270600589,368,149728,4668045,10258737,168583065
Mammalia,Dinomys_branickii,108858,Chordata,Mammalia,Rodentia,Dinomyidae,GCA_004027595.1,6.9,3259870561,9.4,Pantheria,12500,Pantheria,2.240709689,9.433483923,691,0.040151841,0.288467236,0.1391903,783,0.04017267,0.292287204,0.137442453,0.242678,0.352422,0.147401,0.205515,0.50004,0.126451,1098827444,33.85,45518236,1.4,38708,NA,157678300,4.85,2718156,0.08,338607264,10.43,82981476,2.55,9210076,0.28,444631640,13.69,17412700,0.53,0.782082219,4.069532548,2.102969439,NA,22.02979554,0.092392168,0.001791778,0.125973557,1.315598584,13.53714327,25494868,132661493,68554082,NA,718142819,3011865,58410,4106575,42886811,441293348
Mammalia,Erethizon_dorsatum,34844,Chordata,Mammalia,Rodentia,Erethizontidae,GCA_006547115.1,5.7,2954848043,18,Pantheria,7420,Pantheria,2.890371758,8.911934336,760,0.031874362,0.20085177,0.158695949,857,0.031616818,0.204477515,0.154622469,0.367179,0.144634,0.180948,0.305393,0.288411,0.126913,659167380,22.46,31293360,1.06,32516,NA,111984804,3.81,2196004,0.07,199868772,6.81,110362272,3.76,18300,NA,191312480,6.52,12088576,0.41,0.249409514,2.225036462,1.278755923,NA,9.951260446,0.058311779,0.001020986,9.63194E-05,1.162960713,4.974108376,7369672,65746446,37785294,NA,294044625,1723024,30169,2846,34363722,146977344
Mammalia,Hystrix_cristata,10137,Chordata,Mammalia,Rodentia,Hystricidae,GCA_004026905.1,5.2,2996447684,28,AnAge,13400,Pantheria,3.33220451,9.503009986,708,0.049446322,0.345739726,0.143016027,790,0.049218184,0.352705804,0.139544582,0.486604,0.203724,0.15339,0.414387,0.31984,0.119784,867554636,29.07,46986900,1.57,90244,NA,112875700,3.78,187832,NA,214274440,7.18,81609172,2.73,20740,NA,409003980,13.7,2430784,0.08,0.738139337,3.008747673,1.590216776,NA,19.49456191,0.006626794,0.00308436,0.000458073,1.126768736,13.01377121,22117959,90155550,47650014,NA,584144349,198568,92421,13726,33763036,389950846
Mammalia,Ctenodactylus_gundi,10166,Chordata,Mammalia,Rodentia,Ctenodactylidae,GCA_004027205.1,2.8,2816779564,5.8,AnAge,289,Pantheria,1.757857918,5.666426688,774,0.083682681,0.689456799,0.121374799,877,0.082466917,0.702217911,0.117437787,0.636421,0.292921,0.140594,0.55954,0.464405,0.12752,718283508,25.61,23946588,0.85,120728,NA,111233288,3.96,126332,NA,163212036,5.81,136672420,4.87,24348,NA,279415748,9.96,3494004,0.12,0.665259866,2.678862441,1.995845244,NA,19.92247825,0.005842523,0.003905956,0.000689286,2.399110624,12.16846554,18738904,75457650,56218561,NA,561172296,164571,110022,19416,67577658,342758851
Mammalia,Cynomys_gunnisoni,45479,Chordata,Mammalia,Rodentia,Sciuridae,GCA_011316645.1,9.9,3242693489,NA,NA,798,Pantheria,NA,6.682108597,677,0.008053822,0.042101256,0.191296479,NA,NA,NA,NA,0.134169,0.0732349,0.209833,0.105067,0.201456,0.151137,1158506756,35.96,15673136,0.48,73152,NA,152326996,4.72,207344,NA,244330772,7.58,92374328,2.86,217188,NA,645017160,20.02,8273216,0.25,0.309256653,3.118370055,2.372749124,NA,20.55962617,0.005270898,0.001542702,0.001891646,0.858697313,13.89013978,10028245,101119183,76940981,NA,666685659,170919,50025,61340,27844922,450414658
Mammalia,Urocitellus_parryii,9999,Chordata,Mammalia,Rodentia,Sciuridae,GCA_003426925.1,5.5,3056464899,NA,NA,NA,NA,NA,NA,690,0.006446959,0.037673017,0.171129344,NA,NA,NA,NA,0.134169,0.0662221,0.184149,0.105067,0.186558,0.129343,1031216156,33.97,13004576,0.42,57976,NA,108805092,3.58,72244,NA,227534308,7.49,94447280,3.11,155820,NA,579267772,19.08,7856832,0.25,0.249700223,2.561688862,1.520022196,NA,20.66680974,0.001589724,0.001778977,0.001438322,0.691946307,15.63635517,7632000,78297121,46458945,NA,631673786,48589,54374,43962,21149096,477919707
Mammalia,Marmota_flaviventris,93162,Chordata,Mammalia,Rodentia,Sciuridae,GCA_003676075.2,7.9,3130113906,8,Pantheria,3710,Pantheria,2.079441542,8.218787156,542,0.003073887,0.015802264,0.194521932,NA,NA,NA,NA,0.0912251,0.0275041,0.242539,0.0783029,0.0906634,0.146598,660818388,21.25,5582292,0.17,19472,NA,117790104,3.78,145748,NA,230155548,7.4,93124928,2.99,212604,NA,132360508,4.25,81417680,2.61,0.066209421,2.823544078,1.826688703,NA,8.164535469,0.002335073,0.000404501,0.001654776,0.449363582,2.905547415,2072430,88380146,57177437,NA,255559260,73090,12661,51796,14065592,90946944
Mammalia,Marmota_himalayana,93163,Chordata,Mammalia,Rodentia,Sciuridae,GCA_005280165.1,6.4,2997399896,NA,NA,NA,NA,NA,NA,578,0.006052141,0.021504715,0.281433203,NA,NA,NA,NA,0.0742027,0.0392923,0.269616,0.0655946,0.13091,0.161817,636411492,21.42,6537160,0.22,14452,NA,138853328,4.67,101008,NA,258005180,8.68,93255044,3.13,175484,NA,105216448,3.54,34247844,1.15,0.072295182,3.276715716,2.173448654,NA,7.983295409,0.001983087,0.000408283,0.001924761,0.40438933,2.028289609,2166976,98216273,65146948,NA,239291288,59441,12238,57693,12121165,60795951
Mammalia,Marmota_monax,9995,Chordata,Mammalia,Rodentia,Sciuridae,GCA_014533835.1,9.4,3318473447,10,Pantheria,3880,Pantheria,2.302585093,8.263590433,564,0.00385123,0.01756343,0.219275503,NA,NA,NA,NA,0.0742027,0.0495937,0.245781,0.0655946,0.109226,0.160414,904833360,27.45,14301216,0.43,50620,NA,163893964,4.97,111740,NA,317226524,9.62,105680788,3.2,214660,NA,247031884,7.49,56297808,1.7,0.210235205,3.743334928,2.325609145,NA,12.52027861,0.001867681,0.001054894,0.002109788,0.641669596,5.54213688,6976599,124221576,77174722,NA,415482121,61979,35006,70013,21293635,183914341
Mammalia,Xerus_inauris,234690,Chordata,Mammalia,Rodentia,Sciuridae,GCA_004024805.1,7.1,3154396234,13,Pantheria,572,Pantheria,2.564949357,6.349138991,667,0.032743507,0.218698511,0.149719842,758,0.037430086,0.26634363,0.140533062,0.44315,0.120184,0.171485,0.374494,0.255704,0.129908,889323020,28.31,28458928,0.9,120184,NA,146991184,4.68,128288,NA,269224012,8.57,108250888,3.44,77052,NA,333537076,10.61,2479176,0.07,0.581408664,2.896971953,1.949881581,NA,16.87209714,0.003934587,0.00396395,0.000587252,1.44138023,9.987479791,18339933,91381974,61506991,NA,532212797,124112,125039,18524,45466844,315044686
Mammalia,Sciurus_vulgaris,55149,Chordata,Mammalia,Rodentia,Sciuridae,GCA_902686455.2,15.8,3489885729,12,Pantheria,333,Pantheria,2.48490665,5.80814249,693,0.032143268,0.234257478,0.137213412,782,0.037758985,0.282776917,0.133529234,0.496762,0.104938,0.151214,0.425261,0.252211,0.116766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Sylvilagus_bachmani,365149,Chordata,Mammalia,Lagomorpha,Leporidae,GCA_015711505.1,10.2,3257232276,NA,NA,717,Pantheria,NA,6.575075841,698,0.086925056,0.766551405,0.113397556,786,0.085672751,0.777467225,0.110194678,0.748092,0.245068,0.123603,0.693849,0.428764,0.122677,1002329288,30.97,17363756,0.53,31688,NA,35011840,1.08,114856,NA,191372612,5.91,288362984,8.91,4181148,0.12,456109608,14.09,9780796,0.3,0.143787954,1.360046454,0.449973689,NA,10.23874283,0.002163066,0.000522119,0.018031766,1.154797587,7.103359876,4683508,44299872,14656688,NA,333499636,70456,17007,587337,37614440,231372931
Mammalia,Alouatta_palliata,30589,Chordata,Mammalia,Primates,Atelidae,GCA_004027835.1,17,3550140000,25,Pantheria,6580,Pantheria,3.218875825,8.791790024,570,0.020232795,0.092477714,0.218785628,648,0.020970973,0.095647899,0.219251785,0.292871,0.0725036,0.205023,0.291265,0.137302,0.116277,1022822912,28.94,72751172,2.05,236004,NA,154185896,4.36,332624,NA,302659508,8.56,77782752,2.2,46096,NA,382918556,10.83,31880604,0.9,1.203611462,3.954123208,1.824370754,NA,19.68021842,0.006736361,0.006567348,0.000482893,0.949971775,11.72805286,42729892,140376910,64767716,NA,698675306,239150,233150,17143,33725328,416362296
Mammalia,Ateles_geoffroyi,9509,Chordata,Mammalia,Primates,Atelidae,GCA_004024785.1,12.7,3119820000,27.3,Pantheria,7610,Pantheria,3.306886702,8.937218451,423,0.008579986,0.027465927,0.312386532,NA,NA,NA,NA,0.110195,0.0278596,0.304067,0.13298,0.0369875,0.196639,756520264,24.35,54606208,1.75,152820,NA,119669396,3.85,232060,NA,219383236,7.06,52871616,1.7,23200,NA,280554584,9.03,29009324,0.93,0.83954677,2.374383034,1.274555809,NA,14.33609793,0.004984154,0.005833726,0.000396467,0.648194901,9.186900397,26192348,74076477,39763847,NA,447260451,155497,182002,12369,20222514,286614756
Mammalia,Ateles_hybridus,129801,Chordata,Mammalia,Primates,Atelidae,GCA_916098195.1,11.7,3205055994,NA,NA,NA,NA,NA,NA,582,0.014973526,0.050535404,0.296297745,782,0.022406976,0.101671618,0.22038575,0.110195,0.0731218,0.423699,0.13298,0.144884,0.286847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mammalia,Aotus_nancymaae,37293,Chordata,Mammalia,Primates,Aotidae,GCA_000952055.2,13.9,3469403697,NA,NA,795,Pantheria,NA,6.678342115,688,0.016483832,0.084555566,0.194946738,765,0.015860746,0.083839282,0.189180369,0.304937,0.0623983,0.203917,0.32463,0.136316,0.164817,849121708,24.74,23434444,0.68,35936,NA,86428348,2.51,392512,0.01,200947420,5.85,134244604,3.91,1361496,0.03,128689896,3.74,273582412,7.97,0.149916969,2.319647426,0.691227113,NA,6.261968545,0.00877568,0.00039743,0.000483361,0.462103456,2.628052959,5201225,80477934,23981459,NA,217252968,304464,13788,16770,16032234,91177767
Mammalia,Callithrix_jacchus,9483,Chordata,Mammalia,Primates,Cebidae,GCA_009663435.2,15.9,3354540000,16.8,Pantheria,291,Pantheria,2.821378886,5.673323267,683,0.014714437,0.085401511,0.172297154,771,0.019156037,0.111771477,0.171385737,0.206999,0.0788827,0.206138,0.224185,0.188732,0.130171,558970312,16.77,23236620,0.69,35616,NA,88754940,2.66,868112,0.02,192344380,5.77,88545148,2.65,83404,NA,142567728,4.27,22522484,0.67,0.11317058,1.108614938,0.507455139,NA,4.689510425,0.008500481,0.000398743,0.000253746,0.31939333,2.629947248,3796352,37188932,17022786,NA,157311503,285152,13376,8512,10714177,88222632
Mammalia,Saguinus_imperator,9491,Chordata,Mammalia,Primates,Cebidae,GCA_004024885.1,18.7,4234370375,20.2,Pantheria,410,Pantheria,3.005682604,6.01615716,591,0.016391083,0.080093326,0.204649792,NA,NA,NA,NA,0.206999,0.083703,0.233559,0.224185,0.173783,0.170622,1355813960,32.16,86761068,2.05,388492,NA,210837768,5,608592,0.01,354363948,8.4,91869156,2.17,35996,NA,598874184,14.2,12042680,0.28,1.359561608,4.29593955,2.629877143,NA,24.47189467,0.01120665,0.008378203,0.000707112,1.313449351,14.85037515,57568874,181905992,111358739,NA,1036230658,474531,354764,29942,55616310,628819886
Mammalia,Sapajus_apella,9515,Chordata,Mammalia,Primates,Cebidae,GCA_009761245.1,14.4,3309055065,46,AnAge,2642.5,AnAge,3.828641396,7.879480718,685,0.017796596,0.099023952,0.179720113,766,0.017522857,0.098546366,0.177813324,0.321718,0.0717636,0.206931,0.344606,0.137008,0.130942,734031452,22.33,24102232,0.73,57652,NA,85625312,2.6,1174940,0.03,159295156,4.84,83746048,2.54,48412,NA,270745716,8.23,109226480,3.32,0.174598992,0.895484619,0.625886812,NA,9.413051231,0.014929378,0.000278079,0.000364979,0.50857214,7.191180856,5777577,29632079,20710939,NA,311483049,494021,9202,12077,16828932,237960134
